0.205000	0.205000	B
0.216000	0.216000	B
0.585000	0.585000	B
0.616000	0.616000	B
1.809000	1.809000	B
1.820000	1.820000	B
1.836000	1.836000	B
3.406000	3.406000	B
3.446000	3.446000	B
3.461000	3.461000	B
4.993000	4.993000	B
5.003000	5.003000	B
5.016000	5.016000	B
5.030000	5.030000	B
5.089000	5.089000	B
5.103000	5.103000	B
5.117000	5.117000	B
5.130000	5.130000	B
5.145000	5.145000	B
5.173000	5.173000	B
5.188000	5.188000	B
5.203000	5.203000	B
8.211000	8.211000	B
8.237000	8.237000	B
8.266000	8.266000	B
8.311000	8.311000	B
8.366000	8.366000	B
8.996000	8.996000	B
9.008000	9.008000	B
9.036000	9.036000	B
9.064000	9.064000	B
9.167000	9.167000	B
9.196000	9.196000	B
9.226000	9.226000	B
9.240000	9.240000	B
9.254000	9.254000	B
9.268000	9.268000	B
9.300000	9.300000	B
9.313000	9.313000	B
9.329000	9.329000	B
9.343000	9.343000	B
9.358000	9.358000	B
9.372000	9.372000	B
9.387000	9.387000	B
9.401000	9.401000	B
9.416000	9.416000	B
9.433000	9.433000	B
13.810000	13.810000	B
13.837000	13.837000	B
13.851000	13.851000	B
13.867000	13.867000	B
13.881000	13.881000	B
13.893000	13.893000	B
13.937000	13.937000	B
13.967000	13.967000	B
13.981000	13.981000	B
13.996000	13.996000	B
14.010000	14.010000	B
14.027000	14.027000	B
14.041000	14.041000	B
14.054000	14.054000	B
14.098000	14.098000	B
14.127000	14.127000	B
14.156000	14.156000	B
14.185000	14.185000	B
14.260000	14.260000	B
14.275000	14.275000	B
14.289000	14.289000	B
14.303000	14.303000	B
14.319000	14.319000	B
14.334000	14.334000	B
17.811000	17.811000	B
17.837000	17.837000	B
17.866000	17.866000	B
17.911000	17.911000	B
17.966000	17.966000	B
20.211000	20.211000	B
20.225000	20.225000	B
20.240000	20.240000	B
20.255000	20.255000	B
20.268000	20.268000	B
20.282000	20.282000	B
20.311000	20.311000	B
20.342000	20.342000	B
20.387000	20.387000	B
20.400000	20.400000	B
20.429000	20.429000	B
20.442000	20.442000	B
20.455000	20.455000	B
20.470000	20.470000	B
20.499000	20.499000	B
20.529000	20.529000	B
20.543000	20.543000	B
20.559000	20.559000	B
20.573000	20.573000	B
20.589000	20.589000	B
20.604000	20.604000	B
21.397000	21.397000	B
21.409000	21.409000	B
21.424000	21.424000	B
21.438000	21.438000	B
21.453000	21.453000	B
21.510000	21.510000	B
21.527000	21.527000	B
21.542000	21.542000	B
21.557000	21.557000	B
21.573000	21.573000	B
21.586000	21.586000	B
21.600000	21.600000	B
21.614000	21.614000	B
21.628000	21.628000	B
21.641000	21.641000	B
21.699000	21.699000	B
21.728000	21.728000	B
21.758000	21.758000	B
21.788000	21.788000	B
21.802000	21.802000	B
21.818000	21.818000	B
25.804000	25.804000	B
25.817000	25.817000	B
25.887000	25.887000	B
26.017000	26.017000	B
26.033000	26.033000	B
31.407000	31.407000	B
31.418000	31.418000	B
31.432000	31.432000	B
31.446000	31.446000	B
31.491000	31.491000	B
31.505000	31.505000	B
31.518000	31.518000	B
31.547000	31.547000	B
31.575000	31.575000	B
31.593000	31.593000	B
