0.072000	0.072000	B
0.102000	0.102000	B
0.280000	0.280000	B
0.694000	0.694000	B
0.910000	0.910000	B
0.922000	0.922000	B
1.112000	1.112000	B
1.299000	1.299000	B
1.309000	1.309000	B
1.337000	1.337000	B
1.516000	1.516000	B
1.532000	1.532000	B
1.543000	1.543000	B 
1.558000	1.558000	B
1.581000	1.581000	B
1.712000	1.712000	B
1.740000	1.740000	B
1.766000	1.766000	B
1.834000	1.834000	B
1.929000	1.929000	B
1.942000	1.942000	B
1.998000	1.998000	B
2.124000	2.124000	B
2.569000	2.569000	B
2.777000	2.777000	B
3.405000	3.405000	B
3.417000	3.417000	B
3.612000	3.612000	B
4.020000	4.020000	B
4.060000	4.060000	B
4.267000	4.267000	B
4.445000	4.445000	B
4.838000	4.838000	B
5.071000	5.071000	B
5.268000	5.268000	B
5.282000	5.282000	B
5.682000	5.682000	B
5.890000	5.890000	B
5.935000	5.935000	B
5.962000	5.962000	B
6.129000	6.129000	B
6.140000	6.140000	B
6.169000	6.169000	B
6.736000	6.736000	B
6.769000	6.769000	B
6.946000	6.946000	B
6.976000	6.976000	B
7.363000	7.363000	B
7.574000	7.574000	B
7.586000	7.586000	B
7.602000	7.602000	B
7.779000	7.779000	B
7.993000	7.993000	B
8.004000	8.004000	B
8.196000	8.196000	B
8.275000	8.275000	B
8.390000	8.390000	B
8.436000	8.436000	B
8.458000	8.458000	B
8.586000	8.586000	B
8.613000	8.613000	B
8.664000	8.664000	B
8.692000	8.692000	B
8.791000	8.791000	B
9.252000	9.252000	B
9.432000	9.432000	B
9.506000	9.506000	B
9.834000	9.834000	B
10.070000	10.070000	B
10.124000	10.124000	B
10.241000	10.241000	B
10.277000	10.277000	B
10.282000	10.282000	B
10.286000	10.286000	B
10.320000	10.320000	B
10.333000	10.333000	B
10.456000	10.456000	B
10.651000	10.651000	B
10.685000	10.685000	B
10.905000	10.905000	B
10.962000	10.962000	B
11.110000	11.110000	B
11.500000	11.500000	B
12.556000	12.556000	B
13.168000	13.168000	B
13.406000	13.406000	B
13.461000	13.461000	B
13.615000	13.615000	B
13.643000	13.643000	B
14.028000	14.028000	B
14.056000	14.056000	B
14.087000	14.087000	B
14.238000	14.238000	B
14.444000	14.444000	B
14.624000	14.624000	B
14.630000	14.630000	B
14.643000	14.643000	B
14.830000	14.830000	B
14.835000	14.835000	B
14.849000	14.849000	B
14.866000	14.866000	B
14.876000	14.876000	B
14.890000	14.890000	B
15.057000	15.057000	B
15.076000	15.076000	B
15.087000	15.087000	B
15.100000	15.100000	B
15.263000	15.263000	B
15.333000	15.333000	B
15.892000	15.892000	B
15.903000	15.903000	B
16.097000	16.097000	B
16.167000	16.167000	B
16.726000	16.726000	B
16.735000	16.735000	B
16.947000	16.947000	B
17.363000	17.363000	B
17.571000	17.571000	B
17.779000	17.779000	B
18.030000	18.030000	B
18.169000	18.169000	B
18.404000	18.404000	B
18.609000	18.609000	B
18.785000	18.785000	B
18.795000	18.795000	B
19.015000	19.015000	B
19.226000	19.226000	B
19.235000	19.235000	B
19.294000	19.294000	B
19.447000	19.447000	B
19.465000	19.465000	B
19.474000	19.474000	B
20.069000	20.069000	B
20.104000	20.104000	B
20.296000	20.296000	B
20.308000	20.308000	B
20.337000	20.337000	B
20.694000	20.694000	B
20.725000	20.725000	B
20.906000	20.906000	B
21.090000	21.090000	B
21.098000	21.098000	B
21.110000	21.110000	B
21.531000	21.531000	B
21.583000	21.583000	B
21.726000	21.726000	B
21.755000	21.755000	B
21.767000	21.767000	B
21.921000	21.921000	B
21.946000	21.946000	B
21.998000	21.998000	B
22.124000	22.124000	B
22.585000	22.585000	B
22.597000	22.597000	B
22.622000	22.622000	B
22.765000	22.765000	B
22.965000	22.965000	B
23.152000	23.152000	B
23.188000	23.188000	B
23.403000	23.403000	B
23.458000	23.458000	B
23.575000	23.575000	B
23.597000	23.597000	B
23.617000	23.617000	B
23.652000	23.652000	B
23.667000	23.667000	B
23.792000	23.792000	B
24.001000	24.001000	B
24.240000	24.240000	B
24.293000	24.293000	B
24.445000	24.445000	B
24.832000	24.832000	B
25.310000	25.310000	B
26.739000	26.739000	B
26.769000	26.769000	B
26.795000	26.795000	B
26.949000	26.949000	B
27.570000	27.570000	B
27.781000	27.781000	B
27.969000	27.969000	B
27.986000	27.986000	B
28.006000	28.006000	B
28.152000	28.152000	B
28.157000	28.157000	B
28.369000	28.369000	B
28.402000	28.402000	B
28.408000	28.408000	B
28.418000	28.418000	B
28.457000	28.457000	B
28.626000	28.626000	B
28.639000	28.639000	B
28.665000	28.665000	B
28.776000	28.776000	B
28.788000	28.788000	B
29.031000	29.031000	B
29.082000	29.082000	B
29.237000	29.237000	B
29.644000	29.644000	B
29.652000	29.652000	B
30.059000	30.059000	B
30.100000	30.100000	B
30.121000	30.121000	B
30.279000	30.279000	B
30.904000	30.904000	B
31.113000	31.113000	B
31.127000	31.127000	B
31.294000	31.294000	B
31.327000	31.327000	B
31.346000	31.346000	B
31.358000	31.358000	B
31.484000	31.484000	B
31.496000	31.496000	B
31.737000	31.737000	B
31.792000	31.792000	B
31.923000	31.923000	B
32.115000	32.115000	B
32.337000	32.337000	B
32.364000	32.364000	B
32.628000	32.628000	B
32.748000	32.748000	B
32.987000	32.987000	B
33.394000	33.394000	B
33.462000	33.462000	B
33.612000	33.612000	B
33.642000	33.642000	B
34.239000	34.239000	B
34.270000	34.270000	B
34.446000	34.446000	B
35.057000	35.057000	B
35.071000	35.071000	B
35.074000	35.074000	B
35.122000	35.122000	B
35.153000	35.153000	B
35.254000	35.254000	B
35.334000	35.334000	B
35.465000	35.465000	B
35.477000	35.477000	B
35.660000	35.660000	B
35.699000	35.699000	B
35.906000	35.906000	B
35.935000	35.935000	B
36.070000	36.070000	B
36.294000	36.294000	B
36.349000	36.349000	B
36.487000	36.487000	B
36.503000	36.503000	B
36.722000	36.722000	B
36.737000	36.737000	B
36.740000	36.740000	B
36.788000	36.788000	B
36.921000	36.921000	B
36.931000	36.931000	B
37.004000	37.004000	B
37.116000	37.116000	B
37.131000	37.131000	B
37.145000	37.145000	B
37.160000	37.160000	B
37.570000	37.570000	B
37.764000	37.764000	B
38.028000	38.028000	B
38.175000	38.175000	B
38.187000	38.187000	B
38.199000	38.199000	B
38.213000	38.213000	B
38.372000	38.372000	B
38.636000	38.636000	B
38.649000	38.649000	B
38.912000	38.912000	B
40.072000	40.072000	B
40.101000	40.101000	B
40.126000	40.126000	B
40.283000	40.283000	B
40.904000	40.904000	B
41.112000	41.112000	B
41.293000	41.293000	B
41.336000	41.336000	B
41.353000	41.353000	B
41.481000	41.481000	B
41.531000	41.531000	B
41.702000	41.702000	B
41.735000	41.735000	B
41.741000	41.741000	B
41.791000	41.791000	B
41.958000	41.958000	B
41.997000	41.997000	B
42.109000	42.109000	B
42.122000	42.122000	B
42.364000	42.364000	B
42.418000	42.418000	B
42.570000	42.570000	B
42.987000	42.987000	B
43.002000	43.002000	B
43.019000	43.019000	B
43.391000	43.391000	B
43.432000	43.432000	B
43.456000	43.456000	B
43.611000	43.611000	B
44.237000	44.237000	B
44.624000	44.624000	B
44.823000	44.823000	B
45.047000	45.047000	B
45.712000	45.712000	B
45.724000	45.724000	B
45.751000	45.751000	B
45.907000	45.907000	B
45.960000	45.960000	B
46.308000	46.308000	B
46.739000	46.739000	B
46.756000	46.756000	B
46.767000	46.767000	B
46.959000	46.959000	B
47.116000	47.116000	B
47.129000	47.129000	B
47.144000	47.144000	B
47.326000	47.326000	B
47.340000	47.340000	B
47.602000	47.602000	B
47.758000	47.758000	B
47.766000	47.766000	B
47.779000	47.779000	B
47.987000	47.987000	B
47.997000	47.997000	B
48.158000	48.158000	B
48.393000	48.393000	B
48.589000	48.589000	B
48.595000	48.595000	B
48.613000	48.613000	B
48.615000	48.615000	B
48.625000	48.625000	B
48.641000	48.641000	B
48.665000	48.665000	B
48.774000	48.774000	B
49.000000	49.000000	B
49.236000	49.236000	B
49.340000	49.340000	B
49.401000	49.401000	B
49.453000	49.453000	B
49.627000	49.627000	B
49.668000	49.668000	B
50.069000	50.069000	B
50.266000	50.266000	B
50.308000	50.308000	B
50.331000	50.331000	B
50.891000	50.891000	B
50.961000	50.961000	B
51.111000	51.111000	B
53.403000	53.403000	B
53.432000	53.432000	B
53.460000	53.460000	B
53.612000	53.612000	B
54.032000	54.032000	B
54.042000	54.042000	B
54.240000	54.240000	B
54.450000	54.450000	B
54.460000	54.460000	B
54.625000	54.625000	B
55.242000	55.242000	B
55.310000	55.310000	B
55.450000	55.450000	B
55.456000	55.456000	B
55.695000	55.695000	B
56.101000	56.101000	B
56.739000	56.739000	B
56.768000	56.768000	B
56.947000	56.947000	B
57.360000	57.360000	B
57.573000	57.573000	B
57.586000	57.586000	B
57.781000	57.781000	B
57.965000	57.965000	B
58.003000	58.003000	B
58.170000	58.170000	B
58.182000	58.182000	B
58.211000	58.211000	B
58.421000	58.421000	B
58.457000	58.457000	B
58.619000	58.619000	B
59.029000	59.029000	B
59.237000	59.237000	B
59.444000	59.444000	B
60.073000	60.073000	B
60.083000	60.083000	B
60.099000	60.099000	B
60.277000	60.277000	B
60.293000	60.293000	B
60.312000	60.312000	B
60.695000	60.695000	B
60.906000	60.906000	B
60.919000	60.919000	B
61.112000	61.112000	B
61.294000	61.294000	B
61.908000	61.908000	B
61.933000	61.933000	B
61.976000	61.976000	B
62.001000	62.001000	B
62.113000	62.113000	B
62.349000	62.349000	B
62.360000	62.360000	B
62.571000	62.571000	B
62.623000	62.623000	B
62.753000	62.753000	B
62.808000	62.808000	B
62.952000	62.952000	B
62.972000	62.972000	B
63.160000	63.160000	B
63.170000	63.170000	B
63.389000	63.389000	B
63.600000	63.600000	B
63.642000	63.642000	B
63.777000	63.777000	B
63.993000	63.993000	B
64.227000	64.227000	B
64.432000	64.432000	B
64.443000	64.443000	B
64.478000	64.478000	B
64.627000	64.627000	B
64.820000	64.820000	B
66.738000	66.738000	B
66.945000	66.945000	B
67.362000	67.362000	B
67.392000	67.392000	B
67.573000	67.573000	B
67.584000	67.584000	B
67.601000	67.601000	B
67.783000	67.783000	B
67.795000	67.795000	B
67.958000	67.958000	B
68.228000	68.228000	B
68.583000	68.583000	B
68.645000	68.645000	B
68.789000	68.789000	B
69.027000	69.027000	B
69.086000	69.086000	B
69.446000	69.446000	B
70.072000	70.072000	B
70.098000	70.098000	B
70.128000	70.128000	B
70.280000	70.280000	B
70.309000	70.309000	B
70.694000	70.694000	B
70.727000	70.727000	B
70.906000	70.906000	B
71.112000	71.112000	B
71.297000	71.297000	B
71.502000	71.502000	B
71.515000	71.515000	B
71.534000	71.534000	B
71.581000	71.581000	B
71.754000	71.754000	B
71.788000	71.788000	B
71.958000	71.958000	B
72.363000	72.363000	B
72.569000	72.569000	B
72.777000	72.777000	B
73.393000	73.393000	B
73.417000	73.417000	B
73.433000	73.433000	B
73.614000	73.614000	B
73.626000	73.626000	B
73.642000	73.642000	B
74.029000	74.029000	B
74.241000	74.241000	B
74.447000	74.447000	B
74.628000	74.628000	B
75.244000	75.244000	B
75.265000	75.265000	B
75.277000	75.277000	B
75.337000	75.337000	B
75.684000	75.684000	B
75.723000	75.723000	B
75.753000	75.753000	B
75.904000	75.904000	B
75.957000	75.957000	B
76.086000	76.086000	B
76.143000	76.143000	B
76.304000	76.304000	B
76.723000	76.723000	B
76.933000	76.933000	B
76.978000	76.978000	B
77.113000	77.113000	B
77.125000	77.125000	B
77.325000	77.325000	B
77.558000	77.558000	B
77.767000	77.767000	B
77.812000	77.812000	B
80.060000	80.060000	B
80.100000	80.100000	B
80.123000	80.123000	B
80.295000	80.295000	B
80.695000	80.695000	B
80.708000	80.708000	B
80.727000	80.727000	B
80.754000	80.754000	B
80.907000	80.907000	B
81.114000	81.114000	B
81.494000	81.494000	B
81.513000	81.513000	B
81.543000	81.543000	B
81.713000	81.713000	B
81.721000	81.721000	B
81.755000	81.755000	B
81.790000	81.790000	B
81.961000	81.961000	B
82.125000	82.125000	B
82.367000	82.367000	B
82.571000	82.571000	B
82.768000	82.768000	B
83.395000	83.395000	B
83.403000	83.403000	B
