83.434000	83.434000	B
83.458000	83.458000	B
83.611000	83.611000	B
84.032000	84.032000	B
84.043000	84.043000	B
84.059000	84.059000	B
84.240000	84.240000	B
84.449000	84.449000	B
84.826000	84.826000	B
84.913000	84.913000	B
85.069000	85.069000	B
85.281000	85.281000	B
85.291000	85.291000	B
85.698000	85.698000	B
86.114000	86.114000	B
86.738000	86.738000	B
86.945000	86.945000	B
86.977000	86.977000	B
87.001000	87.001000	B
87.362000	87.362000	B
87.392000	87.392000	B
87.585000	87.585000	B
87.780000	87.780000	B
87.962000	87.962000	B
87.970000	87.970000	B
88.167000	88.167000	B
88.198000	88.198000	B
88.409000	88.409000	B
88.612000	88.612000	B
89.019000	89.019000	B
89.229000	89.229000	B
89.241000	89.241000	B
89.293000	89.293000	B
89.446000	89.446000	B
89.504000	89.504000	B
89.623000	89.623000	B
89.661000	89.661000	B
89.674000	89.674000	B
89.819000	89.819000	B
90.068000	90.068000	B
90.075000	90.075000	B
90.085000	90.085000	B
90.120000	90.120000	B
90.264000	90.264000	B
90.905000	90.905000	B
91.111000	91.111000	B
91.707000	91.707000	B
91.964000	91.964000	B
93.418000	93.418000	B
93.464000	93.464000	B
93.613000	93.613000	B
94.029000	94.029000	B
94.241000	94.241000	B
94.270000	94.270000	B
94.447000	94.447000	B
94.459000	94.459000	B
94.475000	94.475000	B
94.625000	94.625000	B
94.860000	94.860000	B
94.896000	94.896000	B
94.917000	94.917000	B
95.056000	95.056000	B
95.105000	95.105000	B
95.130000	95.130000	B
95.254000	95.254000	B
95.263000	95.263000	B
95.310000	95.310000	B
95.334000	95.334000	B
95.453000	95.453000	B
95.671000	95.671000	B
95.680000	95.680000	B
95.713000	95.713000	B
95.725000	95.725000	B
95.750000	95.750000	B
96.126000	96.126000	B
96.739000	96.739000	B
96.936000	96.936000	B
96.943000	96.943000	B
96.975000	96.975000	B
97.363000	97.363000	B
97.603000	97.603000	B
97.626000	97.626000	B
97.780000	97.780000	B
97.962000	97.962000	B
97.968000	97.968000	B
97.990000	97.990000	B
98.194000	98.194000	B
98.203000	98.203000	B
98.250000	98.250000	B
98.381000	98.381000	B
98.389000	98.389000	B
98.405000	98.405000	B
98.432000	98.432000	B
98.457000	98.457000	B
98.611000	98.611000	B
99.028000	99.028000	B
99.043000	99.043000	B
99.058000	99.058000	B
99.239000	99.239000	B
99.447000	99.447000	B
99.460000	99.460000	B
100.061000	100.061000	B
100.126000	100.126000	B
100.279000	100.279000	B
100.905000	100.905000	B
101.115000	101.115000	B
101.710000	101.710000	B
101.755000	101.755000	B
101.962000	101.962000	B
101.999000	101.999000	B
102.123000	102.123000	B
102.573000	102.573000	B
102.626000	102.626000	B
102.766000	102.766000	B
102.950000	102.950000	B
103.166000	103.166000	B
103.391000	103.391000	B
103.459000	103.459000	B
103.576000	103.576000	B
103.590000	103.590000	B
103.789000	103.789000	B
103.823000	103.823000	B
104.225000	104.225000	B
104.642000	104.642000	B
104.826000	104.826000	B
105.033000	105.033000	B
105.046000	105.046000	B
